ph1_gene_id	orthogroup_id	has_scer_essential_ortholog	has_spom_essential_ortholog	has_any_yeast_essential	scer_essential_gene_ids	spom_essential_gene_ids	fg_occupancy_18	fg_presence_count_18	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	is_strict_core_18	is_exact_single_copy_core_18	yeast_essential_support_class	weak_positive_confidence	source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence	has_resolved_canonical	canonical_gene_id	candidate_rank_within_gene	selection_rule	construction_role
XP_011321294.1	OG0001957	1	1	1	YMR240C	SPAC22F8.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321294.1	XP_011321294.1 hypothetical protein FGSG_04320 [Fusarium graminearum PH-1]	601	2474c818a77570bdd4e0892ef627fadec57da027ea1030785f13393755c431f2	FGSG_04320		0	1	1	fgraminearum::FGRAMPH1_01G15001	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G15001	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321288.1	OG0001959	1	1	1	YOL077C	SPBC800.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321288.1	XP_011321288.1 ribosome biogenesis protein BRX1 [Fusarium graminearum PH-1]	309	c28d4b037ef41c9fddef5dfff29636400b64dc5e5f234172a6e89182f6189e1d		I1RKC6	1	0	1	fgraminearum::FGRAMPH1_01G15013	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G15013	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321260.1	OG0001961	1	1	1	YMR290C	SPAC1F7.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321260.1	XP_011321260.1 ATP-dependent RNA helicase HAS1 [Fusarium graminearum PH-1]	591	9c8f451f6cb990a4c35f85cd38b255fc9bcf305c9639cae9789f3587602faf89		Q4IEK8	1	0	1	fgraminearum::FGRAMPH1_01G15079	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G15079	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321249.1	OG0003639	0	1	1		SPAC12B10.08c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321249.1	XP_011321249.1 hypothetical protein FGSG_04358 [Fusarium graminearum PH-1]	742	c68d19aa0cc42da9fd50defdae0dcf882c7e08bfea9e7d597a6e9a9f255cc24d	FGSG_04358		0	1	1	fgraminearum::FGRAMPH1_01G15103	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G15103	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321244.1	OG0001965	1	0	1	YDL235C		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011321244.1	XP_011321244.1 hypothetical protein FGSG_04363 [Fusarium graminearum PH-1]	146	e7028de37d34f7db8569a722abe1c54508880190df99e4f4749fc1ae673933ed	FGSG_04363	I1RKG1	1	1	1	fgraminearum::FGRAMPH1_01G15113	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15113	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321222.1	OG0001968	0	1	1		SPAC25B8.06c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321222.1	XP_011321222.1 hypothetical protein FGSG_04384 [Fusarium graminearum PH-1]	502	7cac1e0f80f3ce696b5a474cdcda361369665beb004efd921907ee00a6a03beb	FGSG_04384	V6R2A1	1	1	1	fgraminearum::FGRAMPH1_01G15157	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15157	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321218.1	OG0001983	1	1	1	YDR228C	SPAC4G9.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321218.1	XP_011321218.1 hypothetical protein FGSG_12263 [Fusarium graminearum PH-1]	596	5f81c2881265d9df71afa19bee94b9713c9c855f65b77eb0a6a1e9334c4c334c	FGSG_12263	I1S5Z2	1	1	1	fgraminearum::FGRAMPH1_01G15165	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15165	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321215.1	OG0003642	0	1	1		SPAC2G11.08c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321215.1	XP_011321215.1 hypothetical protein FGSG_04391 [Fusarium graminearum PH-1]	237	220d64bffd29205cdbb09040e25f3d4a2da734193b6c952cb91252afcfd28794	FGSG_04391		0	1	0	fgraminearum::FGRAMPH1_01G15173	resolved	fgsg_header_repo_local_mapping	inferred	True	fgraminearum::FGRAMPH1_01G15173	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321214.1	OG0001969	1	1	1	YNL110C	SPCC1827.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321214.1	XP_011321214.1 hypothetical protein FGSG_04392 [Fusarium graminearum PH-1]	370	9f7eedb35f1b2c716d4e3fa01f71c14d8bb30949c276005a143419d2cf55f68f	FGSG_04392		0	1	1	fgraminearum::FGRAMPH1_01G15175	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G15175	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321206.1	OG0000993	1	1	1	YPR165W	SPAC1F7.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321206.1	XP_011321206.1 hypothetical protein FGSG_04400 [Fusarium graminearum PH-1]	195	add349556e042af7f98f43e71bea35a57b59381b2828f55b48e68913d5bb9b17	FGSG_04400	V6R476	1	1	1	fgraminearum::FGRAMPH1_01G15193	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15193	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321202.1	OG0001971	1	1	1	YDL060W	SPAC23H4.15.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321202.1	XP_011321202.1 hypothetical protein FGSG_04403 [Fusarium graminearum PH-1]	815	37b1d7df199baa361aa5199f122fa99dd9251c4edd92a85ef1e00f0a26e4811c	FGSG_04403	V6R283	1	1	1	fgraminearum::FGRAMPH1_01G15205	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15205	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321201.1	OG0001972	1	1	1	YER082C	SPAC959.03c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321201.1	XP_011321201.1 hypothetical protein FGSG_04404 [Fusarium graminearum PH-1]	552	fd584da06caa285f6dbf600d534a05d4d0909ac956c4d5f90c153844767d87fa	FGSG_04404	I1RKJ6	1	1	1	fgraminearum::FGRAMPH1_01G15207	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15207	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321196.1	OG0001974	1	1	1	YML092C	SPCC1442.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321196.1	XP_011321196.1 proteasome component Y7 [Fusarium graminearum PH-1]	279	fa9f2ee06264402e8802d428c6ff8bde9c8380546c0048868d7adf764be96e6c		I1RKK0	1	0	1	fgraminearum::FGRAMPH1_01G15221	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G15221	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321180.1	OG0001975	1	1	1	YDR398W	SPAC20H4.01.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321180.1	XP_011321180.1 hypothetical protein FGSG_04424 [Fusarium graminearum PH-1]	387	906c5507f19802b6445a52af3e7f7cad7df61cdaaf0a5bb43bd272e85a0864b9	FGSG_04424	I1RKL3	1	1	1	fgraminearum::FGRAMPH1_01G15257	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15257	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321147.1	OG0001977	1	1	1	YOL146W	SPAC227.16c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321147.1	XP_011321147.1 hypothetical protein FGSG_04453 [Fusarium graminearum PH-1]	179	779f541899f480778ba209b88e035b1016be542db007daa04f2045f0b732f89f	FGSG_04453	Q4IEA5	1	1	1	fgraminearum::FGRAMPH1_01G15329	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G15329	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321127.1	OG0001978	1	1	1	YOR340C	SPBC3B9.07c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321127.1	XP_011321127.1 hypothetical protein FGSG_04470 [Fusarium graminearum PH-1]	451	2696c528cbfa227461812d24b4e6dd80824732a10523b908cbee6d5a6415b817	FGSG_04470	I1RKQ5	1	1	1	fgraminearum::FGRAMPH1_01G15381	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15381	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321124.1	OG0001979	0	1	1		SPAP27G11.09c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321124.1	XP_011321124.1 GTP cyclohydrolase-2 [Fusarium graminearum PH-1]	390	e672298765c056df60a41a394b3eeab92945ed2a0c893fde9e3ee3050f390b83			0	0	1	fgraminearum::FGRAMPH1_01G15387	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G15387	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321118.1	OG0006781	0	1	1		SPBC17G9.05.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	spom_only	high	XP_011321118.1	XP_011321118.1 peptidyl-prolyl cis-trans isomerase cyp6 [Fusarium graminearum PH-1]	485	721f7460bf0114d35e829c4236de466086e49a7532187c248e427568b1609398		Q4IE79	1	0	1	fgraminearum::FGRAMPH1_01G15399	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G15399	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321114.1	OG0001981	1	1	1	YER003C	SPBC2G2.16.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321114.1	XP_011321114.1 mannose-6-phosphate isomerase [Fusarium graminearum PH-1]	448	2dfe14d8798368a547a0eff53455a8c6bdab4adf1f2c87a6d9477dc406d20d7b		I1RKR5	1	0	1	fgraminearum::FGRAMPH1_01G15407	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G15407	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321033.1	OG0002369	1	0	1	YLL018C		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011321033.1	XP_011321033.1 hypothetical protein FGSG_04554 [Fusarium graminearum PH-1]	575	24aaa0068772387a5ae7edfa899127be67e85156447f7b41580606e17cfd02ad	FGSG_04554	I1RKY2	1	1	1	fgraminearum::FGRAMPH1_01G15571	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15571	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321028.1	OG0002371	0	1	1		SPBP8B7.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321028.1	XP_011321028.1 carbonic anhydrase 2 [Fusarium graminearum PH-1]	223	752c07a7cb063c280c5e26d3595c5f33af8b7988bedfa544cb88ccebf5d2df25		I1RKY6	1	0	1	fgraminearum::FGRAMPH1_01G15579	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G15579	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321018.1	OG0002372	0	1	1		SPAPB2B4.02.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011321018.1	XP_011321018.1 monothiol glutaredoxin-5 [Fusarium graminearum PH-1]	159	b41c8752e077347a7a197ea6d1ab476617094e3492ebd2a710f1d1e02e27657b		I1RKZ4	1	0	1	fgraminearum::FGRAMPH1_01G15601	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G15601	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011321002.1	OG0002374	1	1	1	YGL245W	SPAC17A5.15c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011321002.1	XP_011321002.1 hypothetical protein FGSG_04582 [Fusarium graminearum PH-1]	624	fd1da3a5389fbe6c23ab356345917a31b2396e67f9bf50f273ef655aabe98c27	FGSG_04582	V6R1K4	1	1	1	fgraminearum::FGRAMPH1_01G15631	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G15631	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323376.1	OG0001638	1	1	1	YDR301W	SPBC1709.08.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323376.1	XP_011323376.1 hypothetical protein FGSG_04907 [Fusarium graminearum PH-1]	1436	5cf2d8529685fd30a8dae859ec9dabdd90cdad48e0f6cafc3655c6420e8a5f51	FGSG_04907		0	1	1	fgraminearum::FGRAMPH1_01G16609	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G16609	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323378.1	OG0001639	1	0	1	YLR132C		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011323378.1	XP_011323378.1 hypothetical protein FGSG_04909 [Fusarium graminearum PH-1]	306	e8d9888abfef3eacdf156d13d6e4b901bfa65df5116c621c29d49cec88358952	FGSG_04909	I1RLU0	1	1	1	fgraminearum::FGRAMPH1_01G16613	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16613	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323379.1	OG0001640	0	1	1		SPBC1734.14c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323379.1	XP_011323379.1 hypothetical protein FGSG_04910 [Fusarium graminearum PH-1]	114	2a58b4ddf8ed6ac3b06094dcac7f5bb4865a0e800f140c26e26fc60dcaca6dce	FGSG_04910	I1RLU1	1	1	1	fgraminearum::FGRAMPH1_01G16615	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16615	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323380.1	OG0000775	1	1	1	YML130C	SPCC1450.14c.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	both	high	XP_011323380.1	XP_011323380.1 endoplasmic oxidoreductin-1 precursor [Fusarium graminearum PH-1]	600	40f0b970f112de624d8cc02b1c4fffb10c10c8a2ff063dd112bfc0641dc453de		I1RLU2	1	0	1	fgraminearum::FGRAMPH1_01G16617	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G16617	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323400.1	OG0003910	1	1	1	YKL099C	SPAC18G6.06.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	both	high	XP_011323400.1	XP_011323400.1 hypothetical protein FGSG_04929 [Fusarium graminearum PH-1]	261	6182822c6a7d39625ec1ed7954d81e1d687348c3def5a2f9edc26406041a498e	FGSG_04929	I1RLV9	1	1	1	fgraminearum::FGRAMPH1_01G16659	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16659	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323416.1	OG0002544	1	1	1	YGR046W	SPBC1A4.06c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323416.1	XP_011323416.1 hypothetical protein FGSG_04945 [Fusarium graminearum PH-1]	508	703f892dfd590f6d7eff386a78d51c620f9e121cb6a2edf75fef009956ee3f5e	FGSG_04945	V6RG04	1	1	1	fgraminearum::FGRAMPH1_01G16697	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16697	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323455.1	OG0001304	0	1	1		SPAC8F11.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323455.1	XP_011323455.1 hypothetical protein FGSG_04979 [Fusarium graminearum PH-1]	370	a784e686efa8369e40103cd0da868898d25c474752adffc973f6c9ffbf8edc10	FGSG_04979	I1RM06	1	1	1	fgraminearum::FGRAMPH1_01G16791	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16791	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323456.1	OG0003912	0	1	1		SPBC530.12c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323456.1	XP_011323456.1 hypothetical protein FGSG_04980 [Fusarium graminearum PH-1]	324	995562b12cd4725b579e828752ef62c413c86d95c0f35d0828eea90adc6c4a0c	FGSG_04980	I1RM07	1	1	1	fgraminearum::FGRAMPH1_01G16793	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16793	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323477.1	OG0002550	0	1	1		SPAC607.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323477.1	XP_011323477.1 hypothetical protein FGSG_04998 [Fusarium graminearum PH-1]	377	9404fa8b053f128a46bb40fe236885fdf73bb11af57142607b1ab0fabbcd5acc	FGSG_04998	I1RM23	1	1	1	fgraminearum::FGRAMPH1_01G16837	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16837	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323481.1	OG0001472	1	1	1	YER013W	SPAC10F6.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323481.1	XP_011323481.1 ATP-dependent RNA helicase DHX8 [Fusarium graminearum PH-1]	1195	458118d941b51b5a95f466a13b1218bc872d1f810564cf1013b2fa88b7af96fa		I1RM25	1	0	1	fgraminearum::FGRAMPH1_01G16845	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G16845	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323498.1	OG0002911	0	1	1		SPAC26H5.12.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323498.1	XP_011323498.1 hypothetical protein FGSG_05016 [Fusarium graminearum PH-1]	1357	6a817532b8525bd571a6236e05c629974d7538327a8a7aad8d3e4bac4d626898	FGSG_05016	V6RAC9	1	1	1	fgraminearum::FGRAMPH1_01G16889	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16889	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323532.1	OG0002914	1	1	1	YPL266W	SPBC336.02.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323532.1	XP_011323532.1 dimethyladenosine transferase [Fusarium graminearum PH-1]	346	269f2a92a7b0b357eadf311a64ce075d9737ee03454a9fdf704304f3a0e215a7		I1RM67	1	0	1	fgraminearum::FGRAMPH1_01G16967	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G16967	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323538.1	OG0002916	1	0	1	YMR218C		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011323538.1	XP_011323538.1 hypothetical protein FGSG_05054 [Fusarium graminearum PH-1]	1514	2261f11c68c471942d94f0c44126743e7228208645f38a178932e2c9819006b7	FGSG_05054	I1RM71	1	1	1	fgraminearum::FGRAMPH1_01G16977	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G16977	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323550.1	OG0002917	1	1	1	YDR429C	SPBC18H10.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323550.1	XP_011323550.1 hypothetical protein FGSG_05065 [Fusarium graminearum PH-1]	293	d7dafe1b67cb07094f31ff6fcd5d51da399f818989c0ed460cf250c0d03f3692	FGSG_05065	I1RM82	1	1	1	fgraminearum::FGRAMPH1_01G17005	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17005	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323573.1	OG0002921	1	1	1	YLR409C	SPCC1672.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323573.1	XP_011323573.1 hypothetical protein FGSG_05081 [Fusarium graminearum PH-1]	1040	202a8d69f530575b1600270e0a5d81f93dbf735d3fa48842a329ff1a734b14b4	FGSG_05081	I1RM96	1	1	1	fgraminearum::FGRAMPH1_01G17051	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17051	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323601.1	OG0002928	1	1	1	YFR031C	SPBP4H10.06c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323601.1	XP_011323601.1 hypothetical protein FGSG_05105 [Fusarium graminearum PH-1]	1180	782139aaa347eb2d8c127c3de34d462f3758fba42f5b7dabbac0cdc00d00cdbf	FGSG_05105	I1RMB7	1	1	1	fgraminearum::FGRAMPH1_01G17113	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17113	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323602.1	OG0002929	0	1	1		SPBC336.15.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323602.1	XP_011323602.1 hypothetical protein FGSG_05106 [Fusarium graminearum PH-1]	1278	7a4b89010ca2116429ca7b4700edca69a48c740c8d60e646a8720cde3f3d8621	FGSG_05106		0	1	1	fgraminearum::FGRAMPH1_01G17115	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G17115	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323607.1	OG0002930	1	1	1	YBR153W	SPBC21C3.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323607.1	XP_011323607.1 hypothetical protein FGSG_05111 [Fusarium graminearum PH-1]	265	8d131c877c65dc467841c5a067515996b36ae1bf35c6253a6c0983ed1ff512d6	FGSG_05111	I1RMC2	1	1	1	fgraminearum::FGRAMPH1_01G17125	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17125	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323633.1	OG0008944	1	0	1	YDR054C		0.9444	17	0.9444	1.0	1	0.9444	0	0	scer_only	high	XP_011323633.1	XP_011323633.1 hypothetical protein FGSG_05134 [Fusarium graminearum PH-1]	225	0c05a535c4c4a33271a25336d96143bc0d83094259145d1c45c2cddf76d80b33	FGSG_05134	I1RME5	1	1	1	fgraminearum::FGRAMPH1_01G17183	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17183	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323634.1	OG0000930	0	1	1		SPBC36B7.09.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011323634.1	XP_011323634.1 hypothetical protein FGSG_05135 [Fusarium graminearum PH-1]	1608	efe6ef361327292cc3557ea097068b7b9a33fb9b242879743be8c96d5c8c4872	FGSG_05135	I1RME6	1	1	1	fgraminearum::FGRAMPH1_01G17185	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17185	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323637.1	OG0002934	1	1	1	YDL209C	SPAC3A12.11c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323637.1	XP_011323637.1 pre-mRNA-splicing factor cwc2 [Fusarium graminearum PH-1]	398	493a9767fdf358ebc8a73533497a82f4a6cf3571459cb9daf7f791255fad7828		I1RME9	1	0	1	fgraminearum::FGRAMPH1_01G17191	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G17191	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323652.1	OG0002936	1	0	1	YIL048W		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011323652.1	XP_011323652.1 hypothetical protein FGSG_05149 [Fusarium graminearum PH-1]	1304	3061f28ab737e4985eb0d192946d2e9f36622d685181ddf955b9ddabde771bd1	FGSG_05149	I1RMF9	1	1	1	fgraminearum::FGRAMPH1_01G17221	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17221	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011323657.1	OG0001692	1	1	1	YPR113W	SPAC1D4.08.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011323657.1	XP_011323657.1 hypothetical protein FGSG_05154 [Fusarium graminearum PH-1]	310	730052944fee0459177b6a195600cbf088f32e73b72b993c535a824d01f14486	FGSG_05154	I1RMG4	1	1	1	fgraminearum::FGRAMPH1_01G17231	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G17231	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
