source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011322078.1	XP_011322078.1 hypothetical protein FGSG_03622 [Fusarium graminearum PH-1]	422	2d25b75b4d2b256a97138217fdd95b54a37cd74e4c4a5ffd162f4f0805f604a1	FGSG_03622	I1RII7	1	1	1	fgraminearum::FGRAMPH1_01G13317	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322079.1	XP_011322079.1 hypothetical protein FGSG_03621 [Fusarium graminearum PH-1]	184	524cb22937056c0513157a03daa0567033e505a3bff10ade58e8607f69338df7	FGSG_03621	I1RII6	1	1	1	fgraminearum::FGRAMPH1_01G13315	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322080.1	XP_011322080.1 hypothetical protein FGSG_03620 [Fusarium graminearum PH-1]	782	e805a8b913b8c5e36374e97882f43c87d19f7e8e64013c5ec5d8ba550d021738	FGSG_03620	I1RII5	1	1	1	fgraminearum::FGRAMPH1_01G13313	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322081.1	XP_011322081.1 hypothetical protein FGSG_03619 [Fusarium graminearum PH-1]	470	d2c43c456dde7128520f828568a48f6447b340ff1991aaa251767c11dbce44e2	FGSG_03619		0	1	1	fgraminearum::FGRAMPH1_01G13311	resolved	unified_plus_fgsg_support	
XP_011322082.1	XP_011322082.1 hypothetical protein FGSG_12404 [Fusarium graminearum PH-1]	610	a6a7b45548683fa841ee0de0226441c18d47b508aaa103e159ae36b182925d87	FGSG_12404	I1S6D3	1	1	1	fgraminearum::FGRAMPH1_01G13309	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322083.1	XP_011322083.1 hypothetical protein FGSG_12405 [Fusarium graminearum PH-1]	182	cff8cd6727a97d1e23059e0fe9953c20ba5d94e3b758c3352a110c21f90b6076	FGSG_12405		0	1	1	fgraminearum::FGRAMPH1_01G13307	resolved	unified_plus_fgsg_support	
XP_011322084.1	XP_011322084.1 hypothetical protein FGSG_12406 [Fusarium graminearum PH-1]	277	6f04913f5413db53f73050c859a6360ea10bb90b8ee3849ca9851acdda743fba	FGSG_12406		0	1	1	fgraminearum::FGRAMPH1_01G13305	resolved	unified_plus_fgsg_support	
XP_011322085.1	XP_011322085.1 hypothetical protein FGSG_12407 [Fusarium graminearum PH-1]	349	19642a15849fbb60b7960f51f28474530607ee7ffa486bbbc1784d10b6109373	FGSG_12407	I1S6D6	1	1	1	fgraminearum::FGRAMPH1_01G13303	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322086.1	XP_011322086.1 hypothetical protein FGSG_03616 [Fusarium graminearum PH-1]	1247	800b0e540978849661588de014ae52f6f3056c78edde2306e922ba6bc4efa536	FGSG_03616	I1RII3	1	1	1	fgraminearum::FGRAMPH1_01G13301	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322087.1	XP_011322087.1 hypothetical protein FGSG_03615 [Fusarium graminearum PH-1]	601	15c61a7377a555e9010b9fd463bd69f28ed60a489472227fd21e46859533a73d	FGSG_03615	I1RII2	1	1	1	fgraminearum::FGRAMPH1_01G13299	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322088.1	XP_011322088.1 hypothetical protein FGSG_03614 [Fusarium graminearum PH-1]	490	792833c078092aa8806c750ce45001a7023026d49206237687772788ee6abcf5	FGSG_03614	I1RII1	1	1	1	fgraminearum::FGRAMPH1_01G13297	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322089.1	XP_011322089.1 hypothetical protein FGSG_03613 [Fusarium graminearum PH-1]	499	bca789a6140deadf5161d177fd66c75d3d2f3f6921858464cd6214fc60d9ce3e	FGSG_03613	I1RII0	1	1	1	fgraminearum::FGRAMPH1_01G13295	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322090.1	XP_011322090.1 hypothetical protein FGSG_03612 [Fusarium graminearum PH-1]	289	0c8537b5989f82695f4ed2810f97277ec890fc5aaba041a250a7d28926c6f56d	FGSG_03612	I1RIH9	1	1	1	fgraminearum::FGRAMPH1_01G13293	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322091.1	XP_011322091.1 hypothetical protein FGSG_03611 [Fusarium graminearum PH-1]	308	b2e22efc346106f27fbc0599f3a9602d15abf55305f495a587bb2839996b0bcf	FGSG_03611	I1RIH8	1	1	1	fgraminearum::FGRAMPH1_01G13291	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322092.1	XP_011322092.1 hypothetical protein FGSG_03610 [Fusarium graminearum PH-1]	342	71c68d599837aec88d16cf05096c9ebeafdabe714755fa6696dc636529a9d22d	FGSG_03610	I1RIH7	1	1	1	fgraminearum::FGRAMPH1_01G13289	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322093.1	XP_011322093.1 hypothetical protein FGSG_03609 [Fusarium graminearum PH-1]	532	3122f18af250e6c6fda8f595d63653fe4c6cad81835e028c2c64b8d7e290ff2c	FGSG_03609	I1RIH6	1	1	1	fgraminearum::FGRAMPH1_01G13287	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322094.1	XP_011322094.1 hypothetical protein FGSG_03608 [Fusarium graminearum PH-1]	730	756739932027e1ebf99629db4a8f138988b35f6b575f0888ecc396a15b2f67b5	FGSG_03608		0	2	1	fgraminearum::FGRAMPH1_01G13281	resolved	ncbi_protein_id_via_unified_map	
XP_011322095.1	XP_011322095.1 hypothetical protein FGSG_03607 [Fusarium graminearum PH-1]	826	0cad3c30c17202a30df92fb05cb251bee859bfc2b5c3690769216b3f2165119f	FGSG_03607		0	1	1	fgraminearum::FGRAMPH1_01G13277	resolved	unified_plus_fgsg_support	
XP_011322096.1	XP_011322096.1 hypothetical protein FGSG_03606 [Fusarium graminearum PH-1]	677	f924808c1d1a0a9a12c676711c601fd43afa4f844912fad5a12ce94589378a12	FGSG_03606		0	1	1	fgraminearum::FGRAMPH1_01G13273	resolved	unified_plus_fgsg_support	
XP_011322097.1	XP_011322097.1 hypothetical protein FGSG_03605 [Fusarium graminearum PH-1]	292	7c9fe25d17ddce28934e17a9a12f351c9bc00e2caf7cd39c48c076113d3fa2e5	FGSG_03605	I1RIH2	1	1	1	fgraminearum::FGRAMPH1_01G13271	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322098.1	XP_011322098.1 hypothetical protein FGSG_03604 [Fusarium graminearum PH-1]	348	6ce0d29b3489003e5a2d62774a7965b194172a11623219feff767a0ec166b200	FGSG_03604		0	1	1	fgraminearum::FGRAMPH1_01G13269	resolved	unified_plus_fgsg_support	
XP_011322099.1	XP_011322099.1 hypothetical protein FGSG_03603 [Fusarium graminearum PH-1]	1136	18934e06fb1cf85c2ebdbb5a767804405ca4827c021c2f853bd303773946148a	FGSG_03603	I1RIH0	1	1	1	fgraminearum::FGRAMPH1_01G13267	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322100.1	XP_011322100.1 hypothetical protein FGSG_12408 [Fusarium graminearum PH-1]	212	f732d237bef7e0947cbc9acdb532ddcf6c640f6b4cdcb27d09bb61e5005d3946	FGSG_12408	I1S6D7	1	1	1	fgraminearum::FGRAMPH1_01G13265	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322101.1	XP_011322101.1 hypothetical protein FGSG_12409 [Fusarium graminearum PH-1]	475	752567d80bef63d5b37eb70395ed795c87eb791fa6187959f13a99fb18d7cc56	FGSG_12409	I1S6D8	1	1	1	fgraminearum::FGRAMPH1_01G13263	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322102.1	XP_011322102.1 hypothetical protein FGSG_12410 [Fusarium graminearum PH-1]	169	0aa2d0d6d51248299cad1262f0803a91088e17c7107bfe47c20e2845aacb984f	FGSG_12410		0	1	1	fgraminearum::FGRAMPH1_01G13261	resolved	unified_plus_fgsg_support	
XP_011322103.1	XP_011322103.1 hypothetical protein FGSG_03601 [Fusarium graminearum PH-1]	537	e7e4f31dc6743b1ec8e618eecd3d53373707be975d60ea7c2ac51350e848d89a	FGSG_03601	I1RIG9	1	1	1	fgraminearum::FGRAMPH1_01G13259	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322104.1	XP_011322104.1 hypothetical protein FGSG_03600 [Fusarium graminearum PH-1]	182	9fa173694188ecc0feaf9ed7f33b6575fd0f3a94e4d635cb4dcad85a6c33bf1c	FGSG_03600	I1RIG8	1	1	1	fgraminearum::FGRAMPH1_01G13257	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322105.1	XP_011322105.1 hypothetical protein FGSG_12411 [Fusarium graminearum PH-1]	110	4c446d48a60d4a0201bf97a25712fcab84fd25b512ccb6beb305ef27ac625cb3	FGSG_12411	I1S6E0	1	1	1	fgraminearum::FGRAMPH1_01G13255	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322106.1	XP_011322106.1 hypothetical protein FGSG_03599 [Fusarium graminearum PH-1]	95	d8f7fa23a88f6f0f607f7e26d217cf269ec15a58a7102a4c788be4eeea4c74a2	FGSG_03599	I1RIG7	1	1	1	fgraminearum::FGRAMPH1_01G13253	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322107.1	XP_011322107.1 hypothetical protein FGSG_03598 [Fusarium graminearum PH-1]	390	07a2b08e1904f15cbd6b05049d98297b124e689544b0167f72b355d289b65bc2	FGSG_03598	I1RIG6	1	1	1	fgraminearum::FGRAMPH1_01G13251	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322108.1	XP_011322108.1 hypothetical protein FGSG_03597 [Fusarium graminearum PH-1]	474	8612181704aa1d4a32fe85a05f1ac7c50d81bf90954f25e2eed9fc18d3d4b98e	FGSG_03597	I1RIG5	1	1	1	fgraminearum::FGRAMPH1_01G13247	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322109.1	XP_011322109.1 hypothetical protein FGSG_03596 [Fusarium graminearum PH-1]	139	d4f6e25923288b7c33e7f443e76cdb20e2e291887d3ac10f58e09b754db6a7a9	FGSG_03596	I1RIG4	1	1	1	fgraminearum::FGRAMPH1_01G13245	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322110.1	XP_011322110.1 hypothetical protein FGSG_03595 [Fusarium graminearum PH-1]	245	ccf93260fc9a45b778317f3ee051d35b2b354a4c158350886356f1a76f3a7f23	FGSG_03595	I1RIG3	1	1	1	fgraminearum::FGRAMPH1_01G13243	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322111.1	XP_011322111.1 hypothetical protein FGSG_03594 [Fusarium graminearum PH-1]	625	75afed80f0efad0b122d6c0ce3cc85c17f37e052cd3f22a5a925ee6b616f2f58	FGSG_03594	I1RIG2	1	1	1	fgraminearum::FGRAMPH1_01G13241	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322112.1	XP_011322112.1 hypothetical protein FGSG_03593 [Fusarium graminearum PH-1]	572	7083ce39c04b35d4add9cc5b27e6ce68e503bd205700b53ddf14e0797bdfc496	FGSG_03593	I1RIG1	1	1	1	fgraminearum::FGRAMPH1_01G13239	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322113.1	XP_011322113.1 hypothetical protein FGSG_03592 [Fusarium graminearum PH-1]	413	1bbfb7b7283093e6ada342a5cab29f8a988a9ee06e597622a7e661b1ececb4a8	FGSG_03592		0	1	1	fgraminearum::FGRAMPH1_01G13237	resolved	unified_plus_fgsg_support	
XP_011322114.1	XP_011322114.1 42 kDa endochitinase precursor [Fusarium graminearum PH-1]	417	d49ff131faf8367e56864b4936594c7411b7e1153c836499df93ac7b787fef8a		I1RIF9	1	0	1	fgraminearum::FGRAMPH1_01G13235	resolved	exact_sequence_plus_unified_support	
XP_011322115.1	XP_011322115.1 hypothetical protein FGSG_03590 [Fusarium graminearum PH-1]	444	1548266b16c31c577b3e174ddbfa977ee53d447048a7e253a102d77d29be32bf	FGSG_03590	I1RIF8	1	1	1	fgraminearum::FGRAMPH1_01G13233	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322116.1	XP_011322116.1 hypothetical protein FGSG_03589 [Fusarium graminearum PH-1]	575	0c13ac297261966137749afa463f5374cc272cb503d98e11bbc34ea1b29800a0	FGSG_03589	I1RIF7	1	1	1	fgraminearum::FGRAMPH1_01G13231	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322117.1	XP_011322117.1 hypothetical protein FGSG_03588 [Fusarium graminearum PH-1]	364	8720a8504612ec1e9c33ba0ff0ad148865b30116814360ab6ff7120d638e1ca2	FGSG_03588	I1RIF6	1	1	1	fgraminearum::FGRAMPH1_01G13229	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322118.1	XP_011322118.1 hypothetical protein FGSG_03587 [Fusarium graminearum PH-1]	351	3ff9a193e2b721b244e72f319067eef8fc6d1b43c70a05628e3b17cea9865654	FGSG_03587	I1RIF5	1	1	1	fgraminearum::FGRAMPH1_01G13227	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322119.1	XP_011322119.1 hypothetical protein FGSG_03586 [Fusarium graminearum PH-1]	154	d433d005463ae6054cd3dc8e782ae121acd4858f418a2d5af05a2594e35f5ac6	FGSG_03586		0	1	0	fgraminearum::FGRAMPH1_01G13225	resolved	fgsg_header_repo_local_mapping	inferred
XP_011322120.1	XP_011322120.1 hypothetical protein FGSG_03585 [Fusarium graminearum PH-1]	250	0c682d2e2e8a9a880b886e30b6cc8dd21764956537b91307f12dd4fd842777d2	FGSG_03585	I1RIF3	1	1	1	fgraminearum::FGRAMPH1_01G13223	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322121.1	XP_011322121.1 hypothetical protein FGSG_03584 [Fusarium graminearum PH-1]	176	486eade5c2ace6fce4b2a2b9f4dfb5198fda71e572f38b2a174c2b007cd4d4b0	FGSG_03584	I1RIF2	1	1	1	fgraminearum::FGRAMPH1_01G13221	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322122.1	XP_011322122.1 hypothetical protein FGSG_03583 [Fusarium graminearum PH-1]	535	055e45ca05b470f804429b4a4625e5cdce8792d8a8461ddeb3721bb768bc0a66	FGSG_03583	I1RIF1	1	1	1	fgraminearum::FGRAMPH1_01G13219	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322123.1	XP_011322123.1 hypothetical protein FGSG_03582 [Fusarium graminearum PH-1]	439	f5c42899d5c8293e350de4fe817fdb0d4ac60900e46950d9e7b5aeb1260d2850	FGSG_03582	I1RIF0	1	1	1	fgraminearum::FGRAMPH1_01G13217	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322124.1	XP_011322124.1 hypothetical protein FGSG_03581 [Fusarium graminearum PH-1]	198	d3e6206b9d1eaf30e96ac9acab020a1bcd746c38a5a7cef2d97e0614c64aa82d	FGSG_03581	I1RIE9	1	1	1	fgraminearum::FGRAMPH1_01G13215	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322125.1	XP_011322125.1 hypothetical protein FGSG_03580 [Fusarium graminearum PH-1]	218	6a32c25702a776997591258100bedbaa437389241553c5d955a7addd53533052	FGSG_03580	I1RIE8	1	1	1	fgraminearum::FGRAMPH1_01G13211	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322126.1	XP_011322126.1 hypothetical protein FGSG_03579 [Fusarium graminearum PH-1]	306	5e534a219ef7eb60455e8e82bad65b4daa29231e97e60489f946772c56a44047	FGSG_03579	I1RIE7	1	1	1	fgraminearum::FGRAMPH1_01G13209	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322127.1	XP_011322127.1 hypothetical protein FGSG_03578 [Fusarium graminearum PH-1]	110	57da496c8fd004a9b14e7027d315679581a27d183cc66c7af6445f3eb984b804	FGSG_03578		0	1	1	fgraminearum::FGRAMPH1_01G13207	resolved	unified_plus_fgsg_support	
XP_011322128.1	XP_011322128.1 hypothetical protein FGSG_12412 [Fusarium graminearum PH-1]	136	9a6a8862dfc8e22509b003f9d0d3d61074872de1f8d0281e79b1a8991b4ce5af	FGSG_12412	I1S6E1	1	1	1	fgraminearum::FGRAMPH1_01G13205	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322129.1	XP_011322129.1 hypothetical protein FGSG_03577 [Fusarium graminearum PH-1]	608	77322e80dde435e2309f2adf6a4ec50f3551efb512448a5e9f2110f499e090f4	FGSG_03577		0	1	1	fgraminearum::FGRAMPH1_01G13203	resolved	unified_plus_fgsg_support	
XP_011322130.1	XP_011322130.1 hypothetical protein FGSG_03576 [Fusarium graminearum PH-1]	683	2ac539ff2fa903a0ae18492fa859242c675e1aeb5c59eb2c2d06c7b167d90183	FGSG_03576		0	1	1	fgraminearum::FGRAMPH1_01G13201	resolved	unified_plus_fgsg_support	
XP_011322131.1	XP_011322131.1 hypothetical protein FGSG_03575 [Fusarium graminearum PH-1]	538	de87573b1250d957b5661ccac1cc0d5398b1bb119f029b1a355827855cb2032f	FGSG_03575		0	1	1	fgraminearum::FGRAMPH1_01G13199	resolved	unified_plus_fgsg_support	
XP_011322132.1	XP_011322132.1 hypothetical protein FGSG_03574 [Fusarium graminearum PH-1]	234	6bc18c058f326656b59108ae868f2162fb5d7dafd7d3a5916aaa04c6f5f7e4b7	FGSG_03574	I1RIE2	1	1	1	fgraminearum::FGRAMPH1_01G13197	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322133.1	XP_011322133.1 hypothetical protein FGSG_03573 [Fusarium graminearum PH-1]	210	c573770bca87ae46f687498aba7cdf36ffa6fe26087eb55c0cd888893b4ec6b3	FGSG_03573	I1RIE1	1	1	1	fgraminearum::FGRAMPH1_01G13195	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322134.1	XP_011322134.1 hypothetical protein FGSG_12413 [Fusarium graminearum PH-1]	104	e7378514b23df94a59e45046c442ea7b196ace074b5dbac1b71e79811b7b8d18	FGSG_12413		0	1	1	fgraminearum::FGRAMPH1_01G13193	resolved	unified_plus_fgsg_support	
XP_011322135.1	XP_011322135.1 hypothetical protein FGSG_12414 [Fusarium graminearum PH-1]	138	454c170c49581a6ef7d6e3144fbf89ff4076133caef17091696e74ba0bbd554b	FGSG_12414		0	1	1	fgraminearum::FGRAMPH1_01G13193	resolved	unified_plus_fgsg_support	
XP_011322136.1	XP_011322136.1 hypothetical protein FGSG_03571 [Fusarium graminearum PH-1]	466	d20085cfd9d4c9d6babe35b9763ca82427499a7778a296cd2e8a4b770a82b232	FGSG_03571		0	1	1	fgraminearum::FGRAMPH1_01G13189	resolved	unified_plus_fgsg_support	
XP_011322137.1	XP_011322137.1 hypothetical protein FGSG_03570 [Fusarium graminearum PH-1]	878	d37e5af7db9e4391ccb16a2267814945811e5a009e33402b80fa173e01d336c1	FGSG_03570		0	1	1	fgraminearum::FGRAMPH1_01G13187	resolved	unified_plus_fgsg_support	
XP_011322138.1	XP_011322138.1 galactose oxidase precursor [Fusarium graminearum PH-1]	679	469ae4c3e8786ef6fce214d769af43b955aa12529dcb48cd53ff7c4aff58324c		E6PBP1	1	0	1	fgraminearum::FGRAMPH1_01G13185	resolved	exact_sequence_plus_unified_support	
XP_011322139.1	XP_011322139.1 hypothetical protein FGSG_03568 [Fusarium graminearum PH-1]	403	67a1904f06d54f35ce1ce67dc8f1e0bc226feb9b1b2513219ad23a868c9ca4fc	FGSG_03568	I1RID7	1	1	1	fgraminearum::FGRAMPH1_01G13183	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322140.1	XP_011322140.1 hypothetical protein FGSG_03567 [Fusarium graminearum PH-1]	346	3ddbb551066910ee54e287001ee14c363e8aba14447902893402267198f13391	FGSG_03567	I1RID6	1	1	1	fgraminearum::FGRAMPH1_01G13181	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322141.1	XP_011322141.1 hypothetical protein FGSG_12415 [Fusarium graminearum PH-1]	317	f1058e5d705643a9e692caea6f97ac2518318ab17a1e0dd333354d1fa6861e53	FGSG_12415		0	1	1	fgraminearum::FGRAMPH1_01G13177	resolved	unified_plus_fgsg_support	
XP_011322142.1	XP_011322142.1 hypothetical protein FGSG_03566 [Fusarium graminearum PH-1]	104	8246986e52dffa69568dc1c4e89a81b43d119ecb9407793ae4fcd3c13e8ef302	FGSG_03566		0	1	1	fgraminearum::FGRAMPH1_01G13175	resolved	unified_plus_fgsg_support	
XP_011322143.1	XP_011322143.1 hypothetical protein FGSG_03565 [Fusarium graminearum PH-1]	245	ddf8b211f37b37700bc279be46b81df2ae540945b82d3e8e2542a1a1f7cbb0ed	FGSG_03565	I1RID4	1	1	1	fgraminearum::FGRAMPH1_01G13173	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322144.1	XP_011322144.1 hypothetical protein FGSG_03564 [Fusarium graminearum PH-1]	171	2926e6d73c83a8fdaf6221330881bdc3ab57a9b62b3bbf843fe251a3c0dffa53	FGSG_03564	I1RID3	1	1	1	fgraminearum::FGRAMPH1_01G13171	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322145.1	XP_011322145.1 hypothetical protein FGSG_03563 [Fusarium graminearum PH-1]	469	503bb25758c4800926b5810b89110ed52763204703dd1a0ccfc427cfefc1413d	FGSG_03563	I1RID2	1	1	1	fgraminearum::FGRAMPH1_01G13169	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322146.1	XP_011322146.1 hypothetical protein FGSG_03562 [Fusarium graminearum PH-1]	386	32dcec2f20bf6d0a01aeaa3db87dc9839bc393d15f59518c4867474c852ff6a4	FGSG_03562	I1RID1	1	1	1	fgraminearum::FGRAMPH1_01G13165	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322147.1	XP_011322147.1 hypothetical protein FGSG_03561 [Fusarium graminearum PH-1]	310	8d19760f00f84edfb3fa6885274c2aae27d7f381cbff107597a1e84e1307dfe6	FGSG_03561		0	1	1	fgraminearum::FGRAMPH1_01G13163	resolved	unified_plus_fgsg_support	
XP_011322148.1	XP_011322148.1 hypothetical protein FGSG_03560 [Fusarium graminearum PH-1]	322	90d9ef1c63e7b3136e3dbf5b0fc34ab8be39ed42c77aa102d012d745bf28b567	FGSG_03560		0	1	1	fgraminearum::FGRAMPH1_01G13161	resolved	unified_plus_fgsg_support	
XP_011322149.1	XP_011322149.1 hypothetical protein FGSG_03559 [Fusarium graminearum PH-1]	417	a2d793fc336bb3c1f15cc81f35f7e5a7efdd0877e6116d3bc847a32c71806888	FGSG_03559	I1RIC8	1	1	1	fgraminearum::FGRAMPH1_01G13159	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322150.1	XP_011322150.1 hypothetical protein FGSG_03558 [Fusarium graminearum PH-1]	369	9941f02f936ec3540443740675d3e76e24ac934a9607dd14314720600a5ee057	FGSG_03558		0	1	1	fgraminearum::FGRAMPH1_01G13157	resolved	unified_plus_fgsg_support	
XP_011322151.1	XP_011322151.1 hypothetical protein FGSG_03557 [Fusarium graminearum PH-1]	344	8f927c3f2be5669c2cfb02d92cd5638701dee8a76f5fd692ed9c76ff71ce2953	FGSG_03557	I1RIC6	1	1	1	fgraminearum::FGRAMPH1_01G13153	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322152.1	XP_011322152.1 hypothetical protein FGSG_03556 [Fusarium graminearum PH-1]	481	35a0763a10e1e25c92d5ff683f206078bc0f06ae586b8811619decb78430f9dd	FGSG_03556	I1RIC5	1	1	1	fgraminearum::FGRAMPH1_01G13151	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322153.1	XP_011322153.1 hypothetical protein FGSG_03555 [Fusarium graminearum PH-1]	391	78c76c8ef137999fc5317031a4ed7359e0b1889e928e4ab4c318a7a31fc53d9e	FGSG_03555		0	1	1	fgraminearum::FGRAMPH1_01G13149	resolved	unified_plus_fgsg_support	
XP_011322154.1	XP_011322154.1 hypothetical protein FGSG_03554 [Fusarium graminearum PH-1]	403	e1789944066a6f47318eced27f111f33df0e9b4b3ec21ce4a90544caab43fcf2	FGSG_03554	I1RIC3	1	1	1	fgraminearum::FGRAMPH1_01G13147	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322155.1	XP_011322155.1 hypothetical protein FGSG_03553 [Fusarium graminearum PH-1]	677	b8fd56c9ac1edca3865d296f92de0cc53f310aa9842cce77465382fe0efc4c39	FGSG_03553	I1RIC2	1	1	1	fgraminearum::FGRAMPH1_01G13145	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322156.1	XP_011322156.1 hypothetical protein FGSG_03552 [Fusarium graminearum PH-1]	693	f0313dc2af9fe5bf4ed67e70587b6e55e5c5a47290e5b17edd2a828b3f2e2de3	FGSG_03552	I1RIC1	1	1	1	fgraminearum::FGRAMPH1_01G13143	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322157.1	XP_011322157.1 hypothetical protein FGSG_03551 [Fusarium graminearum PH-1]	888	7d54364f894e9b65881d6e0e1de68523c7377b4cecaf0b77dd1111103fd5fd2d	FGSG_03551		0	1	1	fgraminearum::FGRAMPH1_01G13141	resolved	unified_plus_fgsg_support	
XP_011322158.1	XP_011322158.1 hypothetical protein FGSG_03550 [Fusarium graminearum PH-1]	186	1c1b094e08c45966a2ddefbec6d99372e0c2b595ec938e95c7fd25010e66d4cd	FGSG_03550	I1RIB9	1	1	1	fgraminearum::FGRAMPH1_01G13139	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322159.1	XP_011322159.1 hypothetical protein FGSG_03549 [Fusarium graminearum PH-1]	254	6a3c1b0f434ee5362151d1e05c843d0af5e1856a3a23b8d02343002bf5e3e082	FGSG_03549	I1RIB8	1	1	1	fgraminearum::FGRAMPH1_01G13137	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322160.1	XP_011322160.1 hypothetical protein FGSG_03548 [Fusarium graminearum PH-1]	550	e4f20c5f69dfb3157e45e6b35093bb5f6d327acf354f64a66579acf01da646d6	FGSG_03548	I1RIB7	1	1	1	fgraminearum::FGRAMPH1_01G13135	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322161.1	XP_011322161.1 hypothetical protein FGSG_03547 [Fusarium graminearum PH-1]	452	9854c4d01a6084102cabdafb0cee0fd1eca6c2b05533fabfd1069c6fcd3b94ff	FGSG_03547	I1RIB6	1	1	1	fgraminearum::FGRAMPH1_01G13133	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322162.1	XP_011322162.1 hypothetical protein FGSG_03546 [Fusarium graminearum PH-1]	284	db318e433bedcea63581875ce1b7277fdff5aef0cfe7c406dda43b3d6ddf107f	FGSG_03546	I1RIB5	1	1	1	fgraminearum::FGRAMPH1_01G13131	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322163.1	XP_011322163.1 hypothetical protein FGSG_03545 [Fusarium graminearum PH-1]	544	4a2b26afbe1fccf98d79a5a9ec8443efc05ad5b052e266709ada3601a0bd8440	FGSG_03545	I1RIB4	1	1	1	fgraminearum::FGRAMPH1_01G13129	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322164.1	XP_011322164.1 hypothetical protein FGSG_12416 [Fusarium graminearum PH-1]	240	d1f44629fe94d317d129bdf3c14f9949f65adecfe1bb8f01aff497c7bd5bda2f	FGSG_12416	I1S6E5	1	1	1	fgraminearum::FGRAMPH1_01G13127	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322165.1	XP_011322165.1 hypothetical protein FGSG_03544 [Fusarium graminearum PH-1]	230	c48d082892ccb2720b7cb7bb40a0869996a4a0d791016d19ca1d9e01acff86c8	FGSG_03544		0	1	1	fgraminearum::FGRAMPH1_01G13125	resolved	unified_plus_fgsg_support	
XP_011322166.1	XP_011322166.1 hypothetical protein FGSG_03543 [Fusarium graminearum PH-1]	371	6479eb15b1218746b6831f1b3d8a98fc9e95cc665b212cdf9c77663af0eb22ee	FGSG_03543	I1RIB2	1	1	1	fgraminearum::FGRAMPH1_01G13123	resolved	exact_sequence_plus_fgsg_support	exact
