yeast_support_source	support_type	orthogroup_id	canonical_fusarium_gene_id	bridge_resolved	bridge_method	mapping_confidence	bridge_evidence_path	passes_fusarium_filtering	weak_positive_confidence	occupancy_count	occupancy_fraction	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	copy_status	single_copy_or_near_single_copy	single_copy_orthofinder_listed	orthogroup_member_count_total	ph1_copy_count_from_membership	in_final_positive_set	in_high_confidence_set	in_final_label_set	is_lethal_supported_positive	final_label_class	final_label_bucket	ph1_gene_ids	scer_essential_gene_ids	spom_essential_gene_ids	source_row_count	yeast_gene	yeast_species
spom_only	spom_only	OG0002066	fgraminearum::FGRAMPH1_01G18045	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324033.1		SPBC13A2.01c.1:pep	1	SPBC13A2.01c.1:pep	spom
spom_only	spom_only	OG0002067	fgraminearum::FGRAMPH1_01G18047	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324034.1		SPCC16A11.11.1:pep	1	SPCC16A11.11.1:pep	spom
both	both	OG0002068	fgraminearum::FGRAMPH1_01G18049	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324035.1	YBR254C	SPBC11G11.04.1:pep	1	YBR254C	both
both	both	OG0002069	fgraminearum::FGRAMPH1_01G18055	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324038.1	YHL015W	SPCC576.09.1:pep	1	YHL015W	both
scer_only	scer_only	OG0002070	fgraminearum::FGRAMPH1_01G18073	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324046.1	YNL308C		1	YNL308C	scer
both	both	OG0002073	fgraminearum::FGRAMPH1_01G18095	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324056.1	YDR280W	SPCC757.08.1:pep	1	YDR280W	both
spom_only	spom_only	OG0002075	fgraminearum::FGRAMPH1_01G18101	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011324059.1		SPCC1795.08c.1:pep	1	SPCC1795.08c.1:pep	spom
both	both	OG0002076	fgraminearum::FGRAMPH1_01G18103	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324060.1	YOR148C	SPBC3B9.02c.1:pep	1	YOR148C	both
both	both	OG0002079	fgraminearum::FGRAMPH1_01G18141	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324078.1	YDL126C	SPAC1565.08.1:pep	1	YDL126C	both
both	both	OG0002082	fgraminearum::FGRAMPH1_01G18155	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324085.1	YLR215C	SPAP27G11.03.1:pep	1	YLR215C	both
both	both	OG0002085	fgraminearum::FGRAMPH1_01G18167	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324091.1	YEL020W-A	SPCC24B10.05.1:pep	1	YEL020W-A	both
spom_only	spom_only	OG0002087	fgraminearum::FGRAMPH1_01G18187	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324100.1		SPAC2F3.03c.1:pep	1	SPAC2F3.03c.1:pep	spom
both	both	OG0002088	fgraminearum::FGRAMPH1_01G18199	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324106.1	YDL153C	SPBC3B8.09.1:pep	1	YDL153C	both
scer_only	scer_only	OG0002091	fgraminearum::FGRAMPH1_01G18209	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324112.1	YPR180W		1	YPR180W	scer
both	both	OG0002094	fgraminearum::FGRAMPH1_01G18249	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324131.1	YNR017W	SPCC16A11.09c.1:pep	1	YNR017W	both
both	both	OG0002096	fgraminearum::FGRAMPH1_01G18281	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324147.1	YLL031C	SPBC27B12.06.1:pep	1	YLL031C	both
both	both	OG0002101	fgraminearum::FGRAMPH1_01G02279	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316641.1	YOR335C	SPAC23C11.09.1:pep	1	YOR335C	both
both	both	OG0002104	fgraminearum::FGRAMPH1_01G02297	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316649.1	YGR024C	SPCC63.07.1:pep	1	YGR024C	both
scer_only	scer_only	OG0002106	fgraminearum::FGRAMPH1_01G02345	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316671.1	YNL222W		1	YNL222W	scer
both	both	OG0002108	fgraminearum::FGRAMPH1_01G10423	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011320117.1	YDR236C	SPCC18.16c.1:pep	1	YDR236C	both
both	both	OG0002112	fgraminearum::FGRAMPH1_01G10471	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011320097.1	YOL142W	SPAC22A12.12c.1:pep	1	YOL142W	both
both	both	OG0002114	fgraminearum::FGRAMPH1_01G10493	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011320087.1	YMR260C	SPBC25H2.07.1:pep	1	YMR260C	both
both	both	OG0002125	fgraminearum::FGRAMPH1_01G02061	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316537.1	YIL062C	SPAC17G8.04c.1:pep	1	YIL062C	both
both	both	OG0002132	fgraminearum::FGRAMPH1_01G02165	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316590.1	YLR163C	SPBP23A10.15c.1:pep	1	YLR163C	both
spom_only	spom_only	OG0002134	fgraminearum::FGRAMPH1_01G02169	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316593.1		SPAC1952.13.1:pep	1	SPAC1952.13.1:pep	spom
spom_only	spom_only	OG0002136	fgraminearum::FGRAMPH1_01G02179	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316597.1		SPAC3A12.15.1:pep	1	SPAC3A12.15.1:pep	spom
scer_only	scer_only	OG0002137	fgraminearum::FGRAMPH1_01G02183	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316599.1	YDL103C		1	YDL103C	scer
spom_only	spom_only	OG0002138	fgraminearum::FGRAMPH1_01G02189	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316602.1		SPCC18.08.1:pep	1	SPCC18.08.1:pep	spom
scer_only	scer_only	OG0002140	fgraminearum::FGRAMPH1_01G02193	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316604.1	YGL171W		1	YGL171W	scer
both	both	OG0002147	fgraminearum::FGRAMPH1_01G24147	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326895.1	YDL102W	SPBC336.04.1:pep	1	YDL102W	both
spom_only	spom_only	OG0002149	fgraminearum::FGRAMPH1_01G24167	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326904.1		SPBC9B6.04c.1:pep	1	SPBC9B6.04c.1:pep	spom
both	both	OG0002150	fgraminearum::FGRAMPH1_01G24169	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326905.1	YNL149C	SPBC27.01c.1:pep	1	YNL149C	both
both	both	OG0002152	fgraminearum::FGRAMPH1_01G24215	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326925.1	YDR339C	SPBC32H8.04c.1:pep	1	YDR339C	both
both	both	OG0002153	fgraminearum::FGRAMPH1_01G24217	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326926.1	YOL094C	SPAC1687.03c.1:pep	1	YOL094C	both
both	both	OG0002154	fgraminearum::FGRAMPH1_01G24229	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326933.1	YLR175W	SPAC29A4.04c.1:pep	1	YLR175W	both
both	both	OG0002155	fgraminearum::FGRAMPH1_01G24247	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011326941.1	YGR278W	SPBC13E7.01.1:pep	1	YGR278W	both
both	both	OG0002157	fgraminearum::FGRAMPH1_01G24313	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326972.1	YBR079C	SPBC17D11.05.1:pep	1	YBR079C	both
spom_only	spom_only	OG0002158	fgraminearum::FGRAMPH1_01G24317	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326974.1		SPAC7D4.09c.1:pep	1	SPAC7D4.09c.1:pep	spom
spom_only	spom_only	OG0002161	fgraminearum::FGRAMPH1_01G19979	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324951.1		SPBC1539.05.1:pep	1	SPBC1539.05.1:pep	spom
both	both	OG0002162	fgraminearum::FGRAMPH1_01G19999	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324960.1	YJL111W	SPBC25H2.12c.1:pep	1	YJL111W	both
spom_only	spom_only	OG0002163	fgraminearum::FGRAMPH1_01G20029	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324975.1		SPAC26A3.03c.1:pep	1	SPAC26A3.03c.1:pep	spom
spom_only	spom_only	OG0002166	fgraminearum::FGRAMPH1_01G20085	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325002.1		SPBC947.07.1:pep	1	SPBC947.07.1:pep	spom
scer_only	scer_only	OG0002171	fgraminearum::FGRAMPH1_01G20099	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325009.1	YDR527W		1	YDR527W	scer
both	both	OG0002174	fgraminearum::FGRAMPH1_01G20121	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325019.1	YDR211W	SPAC8C9.15c.1:pep	1	YDR211W	both
spom_only	spom_only	OG0002178	fgraminearum::FGRAMPH1_01G20149	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325032.1		SPCC1442.12.1:pep	1	SPCC1442.12.1:pep	spom
spom_only	spom_only	OG0002179	fgraminearum::FGRAMPH1_01G20153	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325034.1		SPBC20F10.01.1:pep	1	SPBC20F10.01.1:pep	spom
both	both	OG0002181	fgraminearum::FGRAMPH1_01G20183	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325049.1	YOR278W	SPAC31G5.08.1:pep	1	YOR278W	both
scer_only	scer_only	OG0002183	fgraminearum::FGRAMPH1_01G20189	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325051.1	YDR320C-A		1	YDR320C-A	scer
spom_only	spom_only	OG0002184	fgraminearum::FGRAMPH1_01G20191	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325052.1		SPAC222.04c.1:pep	1	SPAC222.04c.1:pep	spom
spom_only	spom_only	OG0002186	fgraminearum::FGRAMPH1_01G20195	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325054.1		SPAC4A8.15c.1:pep	1	SPAC4A8.15c.1:pep	spom
both	both	OG0002187	fgraminearum::FGRAMPH1_01G20199	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325056.1	YKL196C	SPBC13G1.11.1:pep	1	YKL196C	both
spom_only	spom_only	OG0002189	fgraminearum::FGRAMPH1_01G20225	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325070.1		SPBC2A9.09.1:pep	1	SPBC2A9.09.1:pep	spom
spom_only	spom_only	OG0002192	fgraminearum::FGRAMPH1_01G27795	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328629.1		SPAC22E12.09c.1:pep	1	SPAC22E12.09c.1:pep	spom
spom_only	spom_only	OG0002194	fgraminearum::FGRAMPH1_01G27791	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328627.1		SPAC23C11.17.1:pep	1	SPAC23C11.17.1:pep	spom
scer_only	scer_only	OG0002195	fgraminearum::FGRAMPH1_01G27721	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328594.1	YLR359W		1	YLR359W	scer
spom_only	spom_only	OG0002196	fgraminearum::FGRAMPH1_01G27641	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328558.1		SPBC30D10.02.1:pep	1	SPBC30D10.02.1:pep	spom
spom_only	spom_only	OG0002202	fgraminearum::FGRAMPH1_01G27595	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328535.1		SPCC4G3.04c.1:pep	1	SPCC4G3.04c.1:pep	spom
both	both	OG0002203	fgraminearum::FGRAMPH1_01G27543	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328514.1	YBR004C	SPAC18B11.05.1:pep	1	YBR004C	both
both	both	OG0002206	fgraminearum::FGRAMPH1_01G27519	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328502.1	YML126C	SPAC4F8.14c.1:pep	1	YML126C	both
both	both	OG0002208	fgraminearum::FGRAMPH1_01G06921	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318866.1	YGL047W	SPAC56E4.02c.1:pep	1	YGL047W	both
spom_only	spom_only	OG0002209	fgraminearum::FGRAMPH1_01G06923	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318867.1		SPAC2F7.15.1:pep	1	SPAC2F7.15.1:pep	spom
both	both	OG0002210	fgraminearum::FGRAMPH1_01G06929	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318870.1	YHR069C	SPAC2F7.14c.1:pep	1	YHR069C	both
scer_only	scer_only	OG0002212	fgraminearum::FGRAMPH1_01G06955	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318881.1	YGR147C		1	YGR147C	scer
