Gene,Cytoplasm,Cell membrane,Mitochondrion,Endoplasmic reticulum,Vacuole,Secreted,Nucleus,Peroxisome,Golgi,Endosome,Multi-pass membrane,Cytoskeleton
FGRAMPH1_01G13397,1,1,0,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G13399,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13401,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13403,0,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13405,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13407,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13409,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13411,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G13413,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13415,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13417,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G13419,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13421,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13423,0,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13425,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13427,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13429,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13431,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13433,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13435,1,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13437,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13439,0,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13441,0,1,0,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G13443,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13445,1,0,0,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G13447,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G13449,0,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G13451,0,1,1,1,0,1,0,1,0,0,1,0
FGRAMPH1_01G13453,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13455,0,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13457,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13459,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13461,0,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G13463,0,1,1,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G13465,1,1,0,1,0,1,1,0,0,0,0,0
FGRAMPH1_01G13467,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13469,0,0,0,0,1,1,1,0,0,0,0,0
FGRAMPH1_01G13471,0,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13473,1,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G13475,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13477,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G13479,0,1,1,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G13481,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13483,0,1,1,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G13485,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13487,0,1,1,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G13489,0,1,0,1,0,1,1,1,0,0,0,0
FGRAMPH1_01G13491,0,1,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13493,0,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13495,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13497,1,0,0,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G13499,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13501,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13503,1,0,0,0,1,0,1,0,1,0,0,0
FGRAMPH1_01G13505,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13507,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13509,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13511,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13513,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13515,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13517,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13519,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13521,0,1,1,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G13523,1,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13525,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13527,1,0,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13529,0,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G13531,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13533,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13535,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13537,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13539,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13541,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13543,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13545,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13547,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13549,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13551,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13553,1,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13555,0,1,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13557,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13559,0,0,1,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G13561,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13563,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13565,1,0,0,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G13567,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13569,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13571,1,0,0,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G13573,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13575,0,1,1,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13577,0,1,1,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13579,0,0,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13581,0,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G13583,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13585,1,1,1,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G13587,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13589,1,0,1,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G13591,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13593,0,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13595,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13597,1,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13599,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13601,0,1,0,1,0,1,0,0,0,0,1,0
FGRAMPH1_01G13603,1,0,1,1,0,0,1,1,1,0,0,0
FGRAMPH1_01G13605,0,1,1,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G13607,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13609,0,0,0,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G13611,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13613,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13615,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13617,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G13619,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13621,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13623,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13625,0,0,1,1,1,0,0,1,1,1,0,0
FGRAMPH1_01G13627,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13629,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G13631,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13633,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13635,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13637,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13639,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13641,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13643,0,1,0,1,0,0,0,0,0,1,1,0
FGRAMPH1_01G13645,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13647,0,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13649,1,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13651,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13653,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13655,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13657,0,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G13659,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13661,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13663,1,1,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G13665,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13667,0,1,0,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G13669,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13671,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13673,0,1,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13675,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13677,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13679,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13681,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13683,1,0,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13685,0,1,0,1,1,1,0,0,0,0,1,0
FGRAMPH1_01G13687,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13689,0,1,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13691,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13693,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13695,1,0,1,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G13697,1,0,0,0,1,0,1,0,0,1,0,1
FGRAMPH1_01G13699,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13701,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13703,0,0,0,0,1,0,1,0,0,0,0,1
FGRAMPH1_01G13705,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13707,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13709,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13711,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13713,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13715,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13717,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13719,0,1,1,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13721,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13723,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13725,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13727,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G13729,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13731,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13733,0,1,0,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G13735,0,1,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13737,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13739,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13741,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G13743,0,1,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G13745,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13747,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13749,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13751,0,0,0,0,1,0,0,0,0,1,0,0
FGRAMPH1_01G13753,0,0,0,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G13755,1,0,1,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G13757,0,1,0,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G13759,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13761,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13763,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13765,0,1,0,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G13767,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13769,1,1,0,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G13771,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13773,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13775,0,0,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13777,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13779,0,1,1,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G13781,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13783,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G13785,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13787,0,1,0,0,1,1,0,0,0,1,0,0
FGRAMPH1_01G13789,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13791,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13793,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G13795,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13797,0,1,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13799,1,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13801,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G13803,0,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13805,0,0,0,0,1,1,0,0,1,0,0,0
FGRAMPH1_01G13807,0,0,0,1,0,0,0,0,1,1,0,0
FGRAMPH1_01G13809,0,0,1,0,1,0,0,0,0,0,1,0
FGRAMPH1_01G13811,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13813,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13815,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13817,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13819,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G13821,0,0,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13823,1,0,0,0,0,0,0,0,1,1,0,0
FGRAMPH1_01G13825,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13827,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13829,0,1,0,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G13831,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13833,0,1,1,0,1,1,1,0,0,0,0,0
FGRAMPH1_01G13835,0,1,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G13837,1,1,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G13839,0,1,0,1,1,1,0,0,1,1,0,0
FGRAMPH1_01G13841,1,1,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G13843,0,1,1,1,0,0,0,0,1,1,0,0
FGRAMPH1_01G13845,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13847,0,1,0,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G13849,0,1,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13851,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13853,1,0,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G13855,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13857,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13859,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13861,0,0,0,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G13863,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13865,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13867,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13869,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G13871,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13873,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13875,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13877,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13879,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13881,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13883,1,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G13885,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13887,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13889,0,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G13891,0,1,1,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G13893,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13895,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G13897,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13899,0,0,0,0,1,1,1,0,0,1,0,0
FGRAMPH1_01G13901,0,1,0,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G13903,0,1,1,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G13905,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13907,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13909,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13911,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13913,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13915,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13917,0,1,1,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G13919,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G13921,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13923,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G13925,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13927,0,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13929,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13931,0,1,0,1,1,1,0,0,1,0,0,0
FGRAMPH1_01G13933,0,1,0,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G13935,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G13937,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13939,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13941,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G13943,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13945,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13947,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G13949,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G13951,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13953,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13955,0,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13957,1,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G13959,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13961,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13963,0,1,0,1,1,0,0,0,1,1,1,0
FGRAMPH1_01G13965,1,1,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G13967,0,1,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G13969,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13971,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G13973,0,1,0,1,1,0,0,0,1,1,1,0
FGRAMPH1_01G13975,1,0,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G13977,0,0,1,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G13979,0,1,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13981,0,1,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13983,1,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G13985,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G13987,0,1,1,1,0,1,0,0,0,1,0,0
FGRAMPH1_01G13989,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13991,1,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G13993,0,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G13995,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G13997,0,0,1,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G13999,0,1,1,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G14001,0,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G14003,1,1,0,1,0,1,0,1,1,0,0,0
FGRAMPH1_01G14005,1,1,0,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G14007,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G14009,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14011,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14013,0,1,0,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G14015,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14017,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G14019,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G14021,0,1,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G14023,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14025,0,0,1,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G14027,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G14029,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14031,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14033,1,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G14035,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G14037,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G14039,1,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G14041,0,1,0,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G14043,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G14045,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G14047,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G14049,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14051,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14053,0,0,0,0,1,0,0,1,1,0,0,0
FGRAMPH1_01G14055,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14057,1,0,0,0,1,0,1,0,0,1,0,0
FGRAMPH1_01G14059,0,0,1,0,0,1,0,0,0,0,1,0
FGRAMPH1_01G14061,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G14063,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14065,1,0,1,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G14067,0,1,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G14069,1,1,0,0,0,1,1,1,1,0,0,0
FGRAMPH1_01G14071,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G14073,1,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G14075,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G14077,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14079,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14081,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14083,1,0,1,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G14085,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G14087,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G14089,1,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G14091,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14093,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14095,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G14097,1,0,1,0,1,1,0,0,1,0,0,0
FGRAMPH1_01G14099,0,0,0,1,0,0,0,1,0,1,0,0
FGRAMPH1_01G14101,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G14103,0,0,1,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G14105,1,0,0,0,0,0,0,0,1,1,0,0
FGRAMPH1_01G14107,1,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G14109,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14111,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G14113,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14115,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G14117,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14119,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G14121,0,1,1,0,0,0,0,1,0,0,1,0
FGRAMPH1_01G14123,0,1,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G14125,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G14127,0,1,0,1,0,0,0,0,0,0,0,0
